Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,isStateChecked,4,1,1,40
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,build,3,1,0,45
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,self,3,1,0,52
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,builder,3,1,0,58
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,StateItem,7,1,1,63
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,getStateItemNumber,3,1,0,72
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,getStateItemDescription,3,1,0,76
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,isCurrentState,3,1,0,80
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItem,isStateChecked,3,1,0,84
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,stateItemNumber,4,1,1,25
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,stateItemDescription,4,1,1,30
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,isCurrentState,4,1,1,35
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,isStateChecked,4,1,1,40
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,build,3,1,0,45
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder2,self,3,1,0,52
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,text,4,1,1,17
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,build,3,1,0,22
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,self,3,1,0,28
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,builder,3,1,0,34
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,StateItemDescription,4,1,1,39
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemDescription,getText,3,1,0,44
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,text,4,1,1,17
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,build,3,1,0,22
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder2,self,3,1,0,28
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,number,4,1,1,16
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,build,3,1,0,21
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,self,3,1,0,27
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,builder,3,1,0,33
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,StateItemNumber,4,1,1,38
StateProgressBar-master,com.kofigyan.stateprogressbar.components,StateItemNumber,getNumber,3,1,0,44
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,number,4,1,1,16
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder,build,3,1,0,21
StateProgressBar-master,com.kofigyan.stateprogressbar.components,Builder2,self,3,1,0,27
StateProgressBar-master,com.kofigyan.stateprogressbar.listeners,OnStateItemClickListener,onStateItemClick,0,1,4,13
StateProgressBar-master,com.kofigyan.stateprogressbar.utils,FontManager,getTypeface,8,2,1,21
StateProgressBar-master,com.kofigyan.stateprogressbar.utils,FontManager,getTypeface,17,2,2,34
